"RR","timestamp"
0.578125,1677680404
0.546875,1677680404.54688
0.5625,1677680405.10938
0.578125,1677680405.6875
0.59375,1677680406.28125
0.625,1677680406.90625
0.625,1677680407.53125
0.578125,1677680408.10938
0.578125,1677680408.6875
0.578125,1677680409.26562
0.578125,1677680409.84375
0.609375,1677680410.45312
0.59375,1677680411.04688
0.578125,1677680411.625
0.59375,1677680412.21875
0.609375,1677680412.82812
0.625,1677680413.45312
0.65625,1677680414.10938
0.625,1677680414.73438
0.59375,1677680415.32812
0.59375,1677680415.92188
0.59375,1677680416.51562
0.609375,1677680417.125
0.640625,1677680417.76562
0.625,1677680418.39062
0.609375,1677680419
0.59375,1677680419.59375
0.59375,1677680420.1875
0.59375,1677680420.78125
0.609375,1677680421.39062
0.578125,1677680425.375
0.578125,1677680425.95312
0.578125,1677680426.53125
0.546875,1677680427.07812
0.546875,1677680427.625
0.546875,1677680428.17188
0.578125,1677680428.75
0.578125,1677680429.32812
0.578125,1677680429.90625
0.5625,1677680430.46875
0.5625,1677680431.03125
0.546875,1677680431.57812
0.5625,1677680432.14062
0.578125,1677680432.71875
0.609375,1677680433.32812
0.609375,1677680433.9375
0.578125,1677680434.51562
0.5625,1677680435.07812
0.578125,1677680435.65625
0.5625,1677680436.21875
0.609375,1677680436.82812
0.609375,1677680437.4375
0.578125,1677680438.01562
0.578125,1677680438.59375
0.546875,1677680439.14062
0.53125,1677680439.67188
0.53125,1677680440.20312
0.546875,1677680440.75
0.59375,1677680441.34375
0.640625,1677680441.98438
0.6875,1677680442.67188
0.703125,1677680443.375
0.671875,1677680444.04688
0.671875,1677680444.71875
0.625,1677680445.34375
0.59375,1677680445.9375
0.609375,1677680446.54688
0.625,1677680447.17188
0.734375,1677680447.90625
0.765625,1677680448.67188
0.78125,1677680449.45312
0.765625,1677680450.21875
0.71875,1677680450.9375
0.65625,1677680451.59375
0.65625,1677680452.25
0.671875,1677680452.92188
0.6875,1677680453.60938
0.640625,1677680454.25
0.609375,1677680454.85938
0.59375,1677680455.45312
0.59375,1677680456.04688
0.625,1677680456.67188
0.609375,1677680457.28125
0.578125,1677680457.85938
0.578125,1677680458.4375
0.5625,1677680459
0.5625,1677680459.5625
0.53125,1677680460.09375
0.546875,1677680460.64062
0.5625,1677680461.20312
0.5625,1677680461.76562
0.546875,1677680462.3125
0.546875,1677680462.85938
0.546875,1677680463.40625
0.59375,1677680464
0.59375,1677680464.59375
0.5625,1677680465.15625
0.578125,1677680465.73438
0.5625,1677680466.29688
0.578125,1677680466.875
0.59375,1677680467.46875
0.5625,1677680468.03125
0.546875,1677680468.57812
0.5625,1677680469.14062
0.5625,1677680469.70312
0.59375,1677680470.29688
0.625,1677680470.92188
0.59375,1677680471.51562
0.578125,1677680472.09375
0.578125,1677680472.67188
0.609375,1677680473.28125
0.59375,1677680473.875
0.59375,1677680474.46875
0.59375,1677680475.0625
0.578125,1677680475.64062
0.578125,1677680476.21875
0.59375,1677680476.8125
0.578125,1677680477.39062
0.578125,1677680477.96875
0.546875,1677680478.51562
0.5625,1677680479.07812
0.546875,1677680479.625
0.53125,1677680480.15625
0.53125,1677680480.6875
0.53125,1677680481.21875
0.53125,1677680481.75
0.578125,1677680482.32812
0.609375,1677680482.9375
0.578125,1677680483.51562
0.5625,1677680484.07812
0.578125,1677680484.65625
0.59375,1677680485.25
0.609375,1677680485.85938
0.609375,1677680486.46875
0.59375,1677680487.0625
0.578125,1677680487.64062
0.5625,1677680488.20312
0.5625,1677680488.76562
0.578125,1677680489.34375
0.59375,1677680489.9375
0.640625,1677680490.57812
0.609375,1677680491.1875
0.59375,1677680491.78125
0.578125,1677680492.35938
0.578125,1677680492.9375
0.59375,1677680493.53125
0.59375,1677680494.125
0.578125,1677680494.70312
0.5625,1677680495.26562
0.578125,1677680495.84375
0.5625,1677680496.40625
0.546875,1677680496.95312
0.5625,1677680497.51562
0.546875,1677680498.0625
0.578125,1677680498.64062
0.609375,1677680499.25
0.609375,1677680499.85938
0.578125,1677680500.4375
0.578125,1677680501.01562
0.5625,1677680501.57812
0.578125,1677680502.15625
0.609375,1677680502.76562
0.671875,1677680503.4375
0.65625,1677680504.09375
0.640625,1677680504.73438
0.59375,1677680505.32812
0.59375,1677680505.92188
0.609375,1677680506.53125
0.640625,1677680507.17188
